kind	x	y	z	block	meta	extra
block	4	-6	4	grass	0	-1
block	4	-6	5	grass	0	-1
block	4	-6	6	grass	0	-1
block	4	-6	7	grass	0	-1
block	4	-6	8	grass	0	-1
block	4	-6	9	grass	0	-1
block	4	-6	10	grass	0	-1
block	4	-6	11	grass	0	-1
block	4	-6	12	grass	0	-1
block	4	-6	13	grass	0	-1
block	4	-6	14	grass	0	-1
block	4	-6	15	grass	0	-1
block	4	-6	16	grass	0	-1
block	4	-6	17	grass	0	-1
block	4	-6	18	grass	0	-1
block	4	-6	19	grass	0	-1
block	4	-6	20	grass	0	-1
block	4	-6	21	grass	0	-1
block	4	-6	22	grass	0	-1
block	5	-6	3	grass	0	-1
block	5	-6	4	grass	0	-1
block	5	-6	5	grass	0	-1
block	5	-6	6	grass	0	-1
block	5	-6	7	grass	0	-1
block	5	-6	8	grass	0	-1
block	5	-6	9	grass	0	-1
block	5	-6	10	grass	0	-1
block	5	-6	11	grass	0	-1
block	5	-6	12	grass	0	-1
block	5	-6	13	grass	0	-1
block	5	-6	14	grass	0	-1
block	5	-6	15	grass	0	-1
block	5	-6	16	grass	0	-1
block	5	-6	17	grass	0	-1
block	5	-6	18	grass	0	-1
block	5	-6	19	grass	0	-1
block	5	-6	20	grass	0	-1
block	5	-6	21	grass	0	-1
block	5	-6	22	grass	0	-1
block	6	-6	3	grass	0	-1
block	6	-6	4	grass	0	-1
block	6	-6	5	grass	0	-1
block	6	-6	6	grass	0	-1
block	6	-6	7	grass	0	-1
block	6	-6	8	grass	0	-1
block	6	-6	9	grass	0	-1
block	6	-6	10	grass	0	-1
block	6	-6	11	grass	0	-1
block	6	-6	12	grass	0	-1
block	6	-6	13	grass	0	-1
block	6	-6	14	grass	0	-1
block	6	-6	15	grass	0	-1
block	6	-6	16	grass	0	-1
block	6	-6	17	grass	0	-1
block	6	-6	18	grass	0	-1
block	6	-6	19	grass	0	-1
block	6	-6	20	grass	0	-1
block	6	-6	21	grass	0	-1
block	6	-6	22	grass	0	-1
block	7	-6	3	grass	0	-1
block	7	-6	4	grass	0	-1
block	7	-6	5	grass	0	-1
block	7	-6	6	grass	0	-1
block	7	-6	7	grass	0	-1
block	7	-6	8	grass	0	-1
block	7	-6	9	grass	0	-1
block	7	-6	10	grass	0	-1
block	7	-6	11	grass	0	-1
block	7	-6	12	grass	0	-1
block	7	-6	13	grass	0	-1
block	7	-6	14	grass	0	-1
block	7	-6	15	grass	0	-1
block	7	-6	16	grass	0	-1
block	7	-6	17	grass	0	-1
block	7	-6	18	grass	0	-1
block	7	-6	19	grass	0	-1
block	7	-6	20	grass	0	-1
block	7	-6	21	grass	0	-1
block	7	-6	22	grass	0	-1
block	8	-6	3	grass	0	-1
block	8	-6	4	grass	0	-1
block	8	-6	5	grass	0	-1
block	8	-6	6	grass	0	-1
block	8	-6	7	grass	0	-1
block	8	-6	8	grass	0	-1
block	8	-6	9	grass	0	-1
block	8	-6	10	grass	0	-1
block	8	-6	11	grass	0	-1
block	8	-6	12	grass	0	-1
block	8	-6	13	grass	0	-1
block	8	-6	14	grass	0	-1
block	8	-6	15	grass	0	-1
block	8	-6	16	grass	0	-1
block	8	-6	17	grass	0	-1
block	8	-6	18	grass	0	-1
block	8	-6	19	grass	0	-1
block	8	-6	20	grass	0	-1
block	8	-6	21	grass	0	-1
block	8	-6	22	grass	0	-1
block	9	-6	3	grass	0	-1
block	9	-6	4	grass	0	-1
block	9	-6	5	grass	0	-1
block	9	-6	6	grass	0	-1
block	9	-6	7	grass	0	-1
block	9	-6	8	grass	0	-1
block	9	-6	9	grass	0	-1
block	9	-6	10	grass	0	-1
block	9	-6	11	grass	0	-1
block	9	-6	12	grass	0	-1
block	9	-6	13	grass	0	-1
block	9	-6	14	grass	0	-1
block	9	-6	15	grass	0	-1
block	9	-6	16	grass	0	-1
block	9	-6	17	grass	0	-1
block	9	-6	18	grass	0	-1
block	9	-6	19	grass	0	-1
block	9	-6	20	grass	0	-1
block	9	-6	21	grass	0	-1
block	9	-6	22	grass	0	-1
block	10	-6	3	grass	0	-1
block	10	-6	4	grass	0	-1
block	10	-6	5	grass	0	-1
block	10	-6	6	grass	0	-1
block	10	-6	7	grass	0	-1
block	10	-6	8	grass	0	-1
block	10	-6	9	grass	0	-1
block	10	-6	10	grass	0	-1
block	10	-6	11	grass	0	-1
block	10	-6	12	grass	0	-1
block	10	-6	13	grass	0	-1
block	10	-6	14	grass	0	-1
block	10	-6	15	grass	0	-1
block	10	-6	16	grass	0	-1
block	10	-6	17	grass	0	-1
block	10	-6	18	grass	0	-1
block	10	-6	19	grass	0	-1
block	10	-6	20	grass	0	-1
block	10	-6	21	grass	0	-1
block	10	-6	22	grass	0	-1
block	11	-6	3	grass	0	-1
block	11	-6	4	grass	0	-1
block	11	-6	5	grass	0	-1
block	11	-6	6	grass	0	-1
block	11	-6	7	grass	0	-1
block	11	-6	8	grass	0	-1
block	11	-6	9	grass	0	-1
block	11	-6	10	grass	0	-1
block	11	-6	11	grass	0	-1
block	11	-6	12	grass	0	-1
block	11	-6	13	grass	0	-1
block	11	-6	14	grass	0	-1
block	11	-6	15	grass	0	-1
block	11	-6	16	grass	0	-1
block	11	-6	17	grass	0	-1
block	11	-6	18	grass	0	-1
block	11	-6	19	grass	0	-1
block	11	-6	20	grass	0	-1
block	11	-6	21	grass	0	-1
block	11	-6	22	grass	0	-1
block	12	-6	3	grass	0	-1
block	12	-6	4	grass	0	-1
block	12	-6	5	grass	0	-1
block	12	-6	6	grass	0	-1
block	12	-6	7	grass	0	-1
block	12	-6	8	grass	0	-1
block	12	-6	9	grass	0	-1
block	12	-6	10	grass	0	-1
block	12	-6	11	grass	0	-1
block	12	-6	12	grass	0	-1
block	12	-6	13	grass	0	-1
block	12	-6	14	grass	0	-1
block	12	-6	15	grass	0	-1
block	12	-6	16	grass	0	-1
block	12	-6	17	grass	0	-1
block	12	-6	18	grass	0	-1
block	12	-6	19	grass	0	-1
block	12	-6	20	grass	0	-1
block	12	-6	21	grass	0	-1
block	12	-6	22	grass	0	-1
block	13	-6	3	grass	0	-1
block	13	-6	4	grass	0	-1
block	13	-6	5	grass	0	-1
block	13	-6	6	grass	0	-1
block	13	-6	7	grass	0	-1
block	13	-6	8	grass	0	-1
block	13	-6	9	grass	0	-1
block	13	-6	10	grass	0	-1
block	13	-6	11	grass	0	-1
block	13	-6	12	grass	0	-1
block	13	-6	13	grass	0	-1
block	13	-6	14	grass	0	-1
block	13	-6	15	grass	0	-1
block	13	-6	16	grass	0	-1
block	13	-6	17	grass	0	-1
block	13	-6	18	grass	0	-1
block	13	-6	19	grass	0	-1
block	13	-6	20	grass	0	-1
block	13	-6	21	grass	0	-1
block	13	-6	22	grass	0	-1
block	14	-6	3	grass	0	-1
block	14	-6	4	grass	0	-1
block	14	-6	5	grass	0	-1
block	14	-6	6	grass	0	-1
block	14	-6	7	grass	0	-1
block	14	-6	8	grass	0	-1
block	14	-6	9	grass	0	-1
block	14	-6	10	grass	0	-1
block	14	-6	11	grass	0	-1
block	14	-6	12	grass	0	-1
block	14	-6	13	grass	0	-1
block	14	-6	14	grass	0	-1
block	14	-6	15	grass	0	-1
block	14	-6	16	grass	0	-1
block	14	-6	17	grass	0	-1
block	14	-6	18	grass	0	-1
block	14	-6	19	grass	0	-1
block	14	-6	20	grass	0	-1
block	14	-6	21	grass	0	-1
block	14	-6	22	grass	0	-1
block	15	-6	3	grass	0	-1
block	15	-6	4	grass	0	-1
block	15	-6	5	grass	0	-1
block	15	-6	6	grass	0	-1
block	15	-6	7	grass	0	-1
block	15	-6	8	grass	0	-1
block	15	-6	9	grass	0	-1
block	15	-6	10	grass	0	-1
block	15	-6	11	grass	0	-1
block	15	-6	12	grass	0	-1
block	15	-6	13	grass	0	-1
block	15	-6	14	grass	0	-1
block	15	-6	15	grass	0	-1
block	15	-6	16	grass	0	-1
block	15	-6	17	grass	0	-1
block	15	-6	18	grass	0	-1
block	15	-6	19	grass	0	-1
block	15	-6	20	grass	0	-1
block	15	-6	21	grass	0	-1
block	15	-6	22	grass	0	-1
block	16	-6	3	grass	0	-1
block	16	-6	4	grass	0	-1
block	16	-6	5	grass	0	-1
block	16	-6	6	grass	0	-1
block	16	-6	7	grass	0	-1
block	16	-6	8	grass	0	-1
block	16	-6	9	grass	0	-1
block	16	-6	10	grass	0	-1
block	16	-6	11	grass	0	-1
block	16	-6	12	grass	0	-1
block	16	-6	13	grass	0	-1
block	16	-6	14	grass	0	-1
block	16	-6	15	grass	0	-1
block	16	-6	16	grass	0	-1
block	16	-6	17	grass	0	-1
block	16	-6	18	grass	0	-1
block	16	-6	19	grass	0	-1
block	16	-6	20	grass	0	-1
block	16	-6	21	grass	0	-1
block	16	-6	22	grass	0	-1
block	17	-6	3	grass	0	-1
block	17	-6	4	grass	0	-1
block	17	-6	5	grass	0	-1
block	17	-6	6	grass	0	-1
block	17	-6	7	grass	0	-1
block	17	-6	8	grass	0	-1
block	17	-6	9	grass	0	-1
block	17	-6	10	grass	0	-1
block	17	-6	11	grass	0	-1
block	17	-6	12	grass	0	-1
block	17	-6	13	grass	0	-1
block	17	-6	14	grass	0	-1
block	17	-6	15	grass	0	-1
block	17	-6	16	grass	0	-1
block	17	-6	17	grass	0	-1
block	17	-6	18	grass	0	-1
block	17	-6	19	grass	0	-1
block	17	-6	20	grass	0	-1
block	17	-6	21	grass	0	-1
block	17	-6	22	grass	0	-1
block	18	-6	3	grass	0	-1
block	18	-6	4	grass	0	-1
block	18	-6	5	grass	0	-1
block	18	-6	6	grass	0	-1
block	18	-6	7	grass	0	-1
block	18	-6	8	grass	0	-1
block	18	-6	9	grass	0	-1
block	18	-6	10	grass	0	-1
block	18	-6	11	grass	0	-1
block	18	-6	12	grass	0	-1
block	18	-6	13	grass	0	-1
block	18	-6	14	grass	0	-1
block	18	-6	15	grass	0	-1
block	18	-6	16	grass	0	-1
block	18	-6	17	grass	0	-1
block	18	-6	18	grass	0	-1
block	18	-6	19	grass	0	-1
block	18	-6	20	grass	0	-1
block	18	-6	21	grass	0	-1
block	18	-6	22	grass	0	-1
block	19	-6	3	grass	0	-1
block	19	-6	4	grass	0	-1
block	19	-6	5	grass	0	-1
block	19	-6	6	grass	0	-1
block	19	-6	7	grass	0	-1
block	19	-6	8	grass	0	-1
block	19	-6	9	grass	0	-1
block	19	-6	10	grass	0	-1
block	19	-6	11	grass	0	-1
block	19	-6	12	grass	0	-1
block	19	-6	13	grass	0	-1
block	19	-6	14	grass	0	-1
block	19	-6	15	grass	0	-1
block	19	-6	16	grass	0	-1
block	19	-6	17	grass	0	-1
block	19	-6	18	grass	0	-1
block	19	-6	19	grass	0	-1
block	19	-6	20	grass	0	-1
block	19	-6	21	grass	0	-1
block	19	-6	22	grass	0	-1
block	20	-6	3	grass	0	-1
block	20	-6	4	grass	0	-1
block	20	-6	5	grass	0	-1
block	20	-6	6	grass	0	-1
block	20	-6	7	grass	0	-1
block	20	-6	8	grass	0	-1
block	20	-6	9	grass	0	-1
block	20	-6	10	grass	0	-1
block	20	-6	11	grass	0	-1
block	20	-6	12	grass	0	-1
block	20	-6	13	grass	0	-1
block	20	-6	14	grass	0	-1
block	20	-6	15	grass	0	-1
block	20	-6	16	grass	0	-1
block	20	-6	17	grass	0	-1
block	20	-6	18	grass	0	-1
block	20	-6	19	grass	0	-1
block	20	-6	20	grass	0	-1
block	20	-6	21	grass	0	-1
block	20	-6	22	grass	0	-1
block	21	-6	3	grass	0	-1
block	21	-6	4	grass	0	-1
block	21	-6	5	grass	0	-1
block	21	-6	6	grass	0	-1
block	21	-6	7	grass	0	-1
block	21	-6	8	grass	0	-1
block	21	-6	9	grass	0	-1
block	21	-6	10	grass	0	-1
block	21	-6	11	grass	0	-1
block	21	-6	12	grass	0	-1
block	21	-6	13	grass	0	-1
block	21	-6	14	grass	0	-1
block	21	-6	15	grass	0	-1
block	21	-6	16	grass	0	-1
block	21	-6	17	grass	0	-1
block	21	-6	18	grass	0	-1
block	21	-6	19	grass	0	-1
block	21	-6	20	grass	0	-1
block	21	-6	21	grass	0	-1
block	21	-6	22	grass	0	-1
block	22	-6	3	grass	0	-1
block	22	-6	4	grass	0	-1
block	22	-6	5	grass	0	-1
block	22	-6	6	grass	0	-1
block	22	-6	7	grass	0	-1
block	22	-6	8	grass	0	-1
block	22	-6	9	grass	0	-1
block	22	-6	10	grass	0	-1
block	22	-6	11	grass	0	-1
block	22	-6	12	grass	0	-1
block	22	-6	13	grass	0	-1
block	22	-6	14	grass	0	-1
block	22	-6	15	grass	0	-1
block	22	-6	16	grass	0	-1
block	22	-6	17	grass	0	-1
block	22	-6	18	grass	0	-1
block	22	-6	19	grass	0	-1
block	22	-6	20	grass	0	-1
block	22	-6	21	grass	0	-1
block	22	-6	22	grass	0	-1
block	3	-5	3	grass	0	-1
block	3	-5	4	grass	0	-1
block	3	-5	5	grass	0	-1
block	3	-5	6	grass	0	-1
block	3	-5	7	grass	0	-1
block	3	-5	8	grass	0	-1
block	3	-5	9	grass	0	-1
block	3	-5	10	grass	0	-1
block	3	-5	11	grass	0	-1
block	3	-5	12	grass	0	-1
block	3	-5	13	grass	0	-1
block	3	-5	14	grass	0	-1
block	3	-5	15	grass	0	-1
block	3	-5	16	grass	0	-1
block	3	-5	17	grass	0	-1
block	3	-5	18	grass	0	-1
block	3	-5	19	grass	0	-1
block	3	-5	20	grass	0	-1
block	3	-5	21	grass	0	-1
block	3	-5	22	grass	0	-1
block	4	-5	3	grass	0	-1
block	4	-5	4	grass	0	-1
block	4	-5	5	grass	0	-1
block	4	-5	6	grass	0	-1
block	4	-5	7	grass	0	-1
block	4	-5	8	grass	0	-1
block	4	-5	9	grass	0	-1
block	4	-5	10	grass	0	-1
block	4	-5	11	grass	0	-1
block	4	-5	12	grass	0	-1
block	4	-5	13	grass	0	-1
block	4	-5	14	grass	0	-1
block	4	-5	15	grass	0	-1
block	4	-5	16	grass	0	-1
block	4	-5	17	grass	0	-1
block	4	-5	18	grass	0	-1
block	4	-5	19	grass	0	-1
block	4	-5	20	grass	0	-1
block	4	-5	21	grass	0	-1
block	4	-5	22	grass	0	-1
block	5	-5	3	grass	0	-1
block	5	-5	4	grass	0	-1
block	5	-5	5	grass	0	-1
block	5	-5	6	grass	0	-1
block	5	-5	7	grass	0	-1
block	5	-5	8	grass	0	-1
block	5	-5	9	grass	0	-1
block	5	-5	10	grass	0	-1
block	5	-5	11	grass	0	-1
block	5	-5	12	grass	0	-1
block	5	-5	13	grass	0	-1
block	5	-5	14	grass	0	-1
block	5	-5	15	grass	0	-1
block	5	-5	16	grass	0	-1
block	5	-5	17	grass	0	-1
block	5	-5	18	grass	0	-1
block	5	-5	19	grass	0	-1
block	5	-5	20	grass	0	-1
block	5	-5	21	grass	0	-1
block	5	-5	22	grass	0	-1
block	6	-5	3	grass	0	-1
block	6	-5	4	grass	0	-1
block	6	-5	5	grass	0	-1
block	6	-5	6	grass	0	-1
block	6	-5	7	grass	0	-1
block	6	-5	8	grass	0	-1
block	6	-5	9	grass	0	-1
block	6	-5	10	grass	0	-1
block	6	-5	11	grass	0	-1
block	6	-5	12	grass	0	-1
block	6	-5	13	grass	0	-1
block	6	-5	14	grass	0	-1
block	6	-5	15	grass	0	-1
block	6	-5	16	grass	0	-1
block	6	-5	17	grass	0	-1
block	6	-5	18	grass	0	-1
block	6	-5	19	grass	0	-1
block	6	-5	20	grass	0	-1
block	6	-5	21	grass	0	-1
block	6	-5	22	grass	0	-1
block	7	-5	3	grass	0	-1
block	7	-5	4	grass	0	-1
block	7	-5	5	grass	0	-1
block	7	-5	6	grass	0	-1
block	7	-5	7	grass	0	-1
block	7	-5	8	grass	0	-1
block	7	-5	9	grass	0	-1
block	7	-5	10	grass	0	-1
block	7	-5	11	grass	0	-1
block	7	-5	12	grass	0	-1
block	7	-5	13	grass	0	-1
block	7	-5	14	grass	0	-1
block	7	-5	15	grass	0	-1
block	7	-5	16	grass	0	-1
block	7	-5	17	grass	0	-1
block	7	-5	18	grass	0	-1
block	7	-5	19	grass	0	-1
block	7	-5	20	grass	0	-1
block	7	-5	21	grass	0	-1
block	7	-5	22	grass	0	-1
block	8	-5	3	grass	0	-1
block	8	-5	4	grass	0	-1
block	8	-5	5	grass	0	-1
block	8	-5	6	grass	0	-1
block	8	-5	7	grass	0	-1
block	8	-5	8	grass	0	-1
block	8	-5	9	cobblestone	0	-1
block	8	-5	10	cobblestone	0	-1
block	8	-5	11	cobblestone	0	-1
block	8	-5	12	cobblestone	0	-1
block	8	-5	13	cobblestone	0	-1
block	8	-5	14	cobblestone	0	-1
block	8	-5	15	cobblestone	0	-1
block	8	-5	16	cobblestone	0	-1
block	8	-5	17	cobblestone	0	-1
block	8	-5	18	grass	0	-1
block	8	-5	19	grass	0	-1
block	8	-5	20	grass	0	-1
block	8	-5	21	grass	0	-1
block	8	-5	22	grass	0	-1
block	9	-5	3	grass	0	-1
block	9	-5	4	grass	0	-1
block	9	-5	5	grass	0	-1
block	9	-5	6	grass	0	-1
block	9	-5	7	grass	0	-1
block	9	-5	8	grass	0	-1
block	9	-5	9	cobblestone	0	-1
block	9	-5	10	cobblestone	0	-1
block	9	-5	11	cobblestone	0	-1
block	9	-5	12	cobblestone	0	-1
block	9	-5	13	cobblestone	0	-1
block	9	-5	14	cobblestone	0	-1
block	9	-5	15	cobblestone	0	-1
block	9	-5	16	cobblestone	0	-1
block	9	-5	17	cobblestone	0	-1
block	9	-5	18	grass	0	-1
block	9	-5	19	grass	0	-1
block	9	-5	20	grass	0	-1
block	9	-5	21	grass	0	-1
block	9	-5	22	grass	0	-1
block	10	-5	3	grass	0	-1
block	10	-5	4	grass	0	-1
block	10	-5	5	grass	0	-1
block	10	-5	6	grass	0	-1
block	10	-5	7	grass	0	-1
block	10	-5	8	grass	0	-1
block	10	-5	9	cobblestone	0	-1
block	10	-5	10	cobblestone	0	-1
block	10	-5	11	cobblestone	0	-1
block	10	-5	12	cobblestone	0	-1
block	10	-5	13	cobblestone	0	-1
block	10	-5	14	cobblestone	0	-1
block	10	-5	15	cobblestone	0	-1
block	10	-5	16	cobblestone	0	-1
block	10	-5	17	cobblestone	0	-1
block	10	-5	18	grass	0	-1
block	10	-5	19	grass	0	-1
block	10	-5	20	grass	0	-1
block	10	-5	21	grass	0	-1
block	10	-5	22	grass	0	-1
block	11	-5	3	grass	0	-1
block	11	-5	4	grass	0	-1
block	11	-5	5	grass	0	-1
block	11	-5	6	grass	0	-1
block	11	-5	7	grass	0	-1
block	11	-5	8	grass	0	-1
block	11	-5	9	cobblestone	0	-1
block	11	-5	10	cobblestone	0	-1
block	11	-5	11	cobblestone	0	-1
block	11	-5	12	cobblestone	0	-1
block	11	-5	13	cobblestone	0	-1
block	11	-5	14	cobblestone	0	-1
block	11	-5	15	cobblestone	0	-1
block	11	-5	16	cobblestone	0	-1
block	11	-5	17	cobblestone	0	-1
block	11	-5	18	grass	0	-1
block	11	-5	19	grass	0	-1
block	11	-5	20	grass	0	-1
block	11	-5	21	grass	0	-1
block	11	-5	22	grass	0	-1
block	12	-5	3	grass	0	-1
block	12	-5	4	grass	0	-1
block	12	-5	5	grass	0	-1
block	12	-5	6	grass	0	-1
block	12	-5	7	grass	0	-1
block	12	-5	8	grass	0	-1
block	12	-5	9	cobblestone	0	-1
block	12	-5	10	cobblestone	0	-1
block	12	-5	11	cobblestone	0	-1
block	12	-5	12	cobblestone	0	-1
block	12	-5	13	cobblestone	0	-1
block	12	-5	14	cobblestone	0	-1
block	12	-5	15	cobblestone	0	-1
block	12	-5	16	cobblestone	0	-1
block	12	-5	17	cobblestone	0	-1
block	12	-5	18	grass	0	-1
block	12	-5	19	grass	0	-1
block	12	-5	20	grass	0	-1
block	12	-5	21	grass	0	-1
block	12	-5	22	grass	0	-1
block	13	-5	3	grass	0	-1
block	13	-5	4	grass	0	-1
block	13	-5	5	grass	0	-1
block	13	-5	6	grass	0	-1
block	13	-5	7	grass	0	-1
block	13	-5	8	grass	0	-1
block	13	-5	9	cobblestone	0	-1
block	13	-5	10	cobblestone	0	-1
block	13	-5	11	cobblestone	0	-1
block	13	-5	12	cobblestone	0	-1
block	13	-5	13	cobblestone	0	-1
block	13	-5	14	cobblestone	0	-1
block	13	-5	15	cobblestone	0	-1
block	13	-5	16	cobblestone	0	-1
block	13	-5	17	cobblestone	0	-1
block	13	-5	18	grass	0	-1
block	13	-5	19	grass	0	-1
block	13	-5	20	grass	0	-1
block	13	-5	21	grass	0	-1
block	13	-5	22	grass	0	-1
block	14	-5	3	grass	0	-1
block	14	-5	4	grass	0	-1
block	14	-5	5	grass	0	-1
block	14	-5	6	grass	0	-1
block	14	-5	7	grass	0	-1
block	14	-5	8	grass	0	-1
block	14	-5	9	cobblestone	0	-1
block	14	-5	10	cobblestone	0	-1
block	14	-5	11	cobblestone	0	-1
block	14	-5	12	cobblestone	0	-1
block	14	-5	13	cobblestone	0	-1
block	14	-5	14	cobblestone	0	-1
block	14	-5	15	cobblestone	0	-1
block	14	-5	16	cobblestone	0	-1
block	14	-5	17	cobblestone	0	-1
block	14	-5	18	grass	0	-1
block	14	-5	19	grass	0	-1
block	14	-5	20	grass	0	-1
block	14	-5	21	grass	0	-1
block	14	-5	22	grass	0	-1
block	15	-5	3	grass	0	-1
block	15	-5	4	grass	0	-1
block	15	-5	5	grass	0	-1
block	15	-5	6	grass	0	-1
block	15	-5	7	grass	0	-1
block	15	-5	8	grass	0	-1
block	15	-5	9	cobblestone	0	-1
block	15	-5	10	cobblestone	0	-1
block	15	-5	11	cobblestone	0	-1
block	15	-5	12	cobblestone	0	-1
block	15	-5	13	cobblestone	0	-1
block	15	-5	14	cobblestone	0	-1
block	15	-5	15	cobblestone	0	-1
block	15	-5	16	cobblestone	0	-1
block	15	-5	17	cobblestone	0	-1
block	15	-5	18	grass	0	-1
block	15	-5	19	grass	0	-1
block	15	-5	20	grass	0	-1
block	15	-5	21	grass	0	-1
block	15	-5	22	grass	0	-1
block	16	-5	3	grass	0	-1
block	16	-5	4	grass	0	-1
block	16	-5	5	grass	0	-1
block	16	-5	6	grass	0	-1
block	16	-5	7	grass	0	-1
block	16	-5	8	grass	0	-1
block	16	-5	9	cobblestone	0	-1
block	16	-5	10	cobblestone	0	-1
block	16	-5	11	cobblestone	0	-1
block	16	-5	12	cobblestone	0	-1
block	16	-5	13	cobblestone	0	-1
block	16	-5	14	cobblestone	0	-1
block	16	-5	15	cobblestone	0	-1
block	16	-5	16	cobblestone	0	-1
block	16	-5	17	cobblestone	0	-1
block	16	-5	18	grass	0	-1
block	16	-5	19	grass	0	-1
block	16	-5	20	grass	0	-1
block	16	-5	21	grass	0	-1
block	16	-5	22	grass	0	-1
block	17	-5	3	grass	0	-1
block	17	-5	4	grass	0	-1
block	17	-5	5	grass	0	-1
block	17	-5	6	grass	0	-1
block	17	-5	7	grass	0	-1
block	17	-5	8	grass	0	-1
block	17	-5	9	cobblestone	0	-1
block	17	-5	10	cobblestone	0	-1
block	17	-5	11	cobblestone	0	-1
block	17	-5	12	cobblestone	0	-1
block	17	-5	13	cobblestone	0	-1
block	17	-5	14	cobblestone	0	-1
block	17	-5	15	cobblestone	0	-1
block	17	-5	16	cobblestone	0	-1
block	17	-5	17	cobblestone	0	-1
block	17	-5	18	grass	0	-1
block	17	-5	19	grass	0	-1
block	17	-5	20	grass	0	-1
block	17	-5	21	grass	0	-1
block	17	-5	22	grass	0	-1
block	18	-5	3	grass	0	-1
block	18	-5	4	grass	0	-1
block	18	-5	5	grass	0	-1
block	18	-5	6	grass	0	-1
block	18	-5	7	grass	0	-1
block	18	-5	8	grass	0	-1
block	18	-5	9	grass	0	-1
block	18	-5	10	grass	0	-1
block	18	-5	11	grass	0	-1
block	18	-5	12	grass	0	-1
block	18	-5	13	grass	0	-1
block	18	-5	14	grass	0	-1
block	18	-5	15	grass	0	-1
block	18	-5	16	grass	0	-1
block	18	-5	17	grass	0	-1
block	18	-5	18	grass	0	-1
block	18	-5	19	grass	0	-1
block	18	-5	20	grass	0	-1
block	18	-5	21	grass	0	-1
block	18	-5	22	grass	0	-1
block	19	-5	3	grass	0	-1
block	19	-5	4	grass	0	-1
block	19	-5	5	grass	0	-1
block	19	-5	6	grass	0	-1
block	19	-5	7	grass	0	-1
block	19	-5	8	grass	0	-1
block	19	-5	9	grass	0	-1
block	19	-5	10	grass	0	-1
block	19	-5	11	grass	0	-1
block	19	-5	12	grass	0	-1
block	19	-5	13	grass	0	-1
block	19	-5	14	grass	0	-1
block	19	-5	15	grass	0	-1
block	19	-5	16	grass	0	-1
block	19	-5	17	grass	0	-1
block	19	-5	18	grass	0	-1
block	19	-5	19	grass	0	-1
block	19	-5	20	grass	0	-1
block	19	-5	21	grass	0	-1
block	19	-5	22	grass	0	-1
block	20	-5	3	grass	0	-1
block	20	-5	4	grass	0	-1
block	20	-5	5	grass	0	-1
block	20	-5	6	grass	0	-1
block	20	-5	7	grass	0	-1
block	20	-5	8	grass	0	-1
block	20	-5	9	grass	0	-1
block	20	-5	10	grass	0	-1
block	20	-5	11	grass	0	-1
block	20	-5	12	grass	0	-1
block	20	-5	13	grass	0	-1
block	20	-5	14	grass	0	-1
block	20	-5	15	grass	0	-1
block	20	-5	16	grass	0	-1
block	20	-5	17	grass	0	-1
block	20	-5	18	grass	0	-1
block	20	-5	19	grass	0	-1
block	20	-5	20	grass	0	-1
block	20	-5	21	grass	0	-1
block	20	-5	22	grass	0	-1
block	21	-5	3	grass	0	-1
block	21	-5	4	grass	0	-1
block	21	-5	5	grass	0	-1
block	21	-5	6	grass	0	-1
block	21	-5	7	grass	0	-1
block	21	-5	8	grass	0	-1
block	21	-5	9	grass	0	-1
block	21	-5	10	grass	0	-1
block	21	-5	11	grass	0	-1
block	21	-5	12	grass	0	-1
block	21	-5	13	grass	0	-1
block	21	-5	14	grass	0	-1
block	21	-5	15	grass	0	-1
block	21	-5	16	grass	0	-1
block	21	-5	17	grass	0	-1
block	21	-5	18	grass	0	-1
block	21	-5	19	grass	0	-1
block	21	-5	20	grass	0	-1
block	21	-5	21	grass	0	-1
block	21	-5	22	grass	0	-1
block	22	-5	3	grass	0	-1
block	22	-5	4	grass	0	-1
block	22	-5	5	grass	0	-1
block	22	-5	6	grass	0	-1
block	22	-5	7	grass	0	-1
block	22	-5	8	grass	0	-1
block	22	-5	9	grass	0	-1
block	22	-5	10	grass	0	-1
block	22	-5	11	grass	0	-1
block	22	-5	12	grass	0	-1
block	22	-5	13	grass	0	-1
block	22	-5	14	grass	0	-1
block	22	-5	15	grass	0	-1
block	22	-5	16	grass	0	-1
block	22	-5	17	grass	0	-1
block	22	-5	18	grass	0	-1
block	22	-5	19	grass	0	-1
block	22	-5	20	grass	0	-1
block	22	-5	21	grass	0	-1
block	22	-5	22	grass	0	-1
block	3	-4	3	grass	0	-1
block	3	-4	4	grass	0	-1
block	3	-4	5	grass	0	-1
block	3	-4	6	grass	0	-1
block	3	-4	7	grass	0	-1
block	3	-4	8	grass	0	-1
block	3	-4	9	grass	0	-1
block	3	-4	10	grass	0	-1
block	3	-4	11	grass	0	-1
block	3	-4	12	grass	0	-1
block	3	-4	13	grass	0	-1
block	3	-4	14	grass	0	-1
block	3	-4	15	grass	0	-1
block	3	-4	16	grass	0	-1
block	3	-4	17	grass	0	-1
block	3	-4	18	grass	0	-1
block	3	-4	19	grass	0	-1
block	3	-4	20	grass	0	-1
block	3	-4	21	grass	0	-1
block	3	-4	22	grass	0	-1
block	4	-4	3	grass	0	-1
block	4	-4	4	grass	0	-1
block	4	-4	5	grass	0	-1
block	4	-4	6	grass	0	-1
block	4	-4	7	grass	0	-1
block	4	-4	8	grass	0	-1
block	4	-4	9	grass	0	-1
